"player","salary","season_end","season_start","team","team_name"
"Mike Dunleavy",4837500,2017,2016,"ATL","Atlanta Hawks"
"Kris Humphries",4000000,2017,2016,"ATL","Atlanta Hawks"
"Thabo Sefolosha",3850000,2017,2016,"ATL","Atlanta Hawks"
"Dennis Schroder",2708582,2017,2016,"ATL","Atlanta Hawks"
"Malcolm Delaney",2500000,2017,2016,"ATL","Atlanta Hawks"
"Taurean Waller-Prince",2318280,2017,2016,"ATL","Atlanta Hawks"
"Tim Hardaway",2281605,2017,2016,"ATL","Atlanta Hawks"
"Jarrett Jack",1551659,2017,2016,"ATL","Atlanta Hawks"
"DeAndre\' Bembry",1499760,2017,2016,"ATL","Atlanta Hawks"
"Mike Muscala",1015696,2017,2016,"ATL","Atlanta Hawks"
"Edy Tavares",1000000,2017,2016,"ATL","Atlanta Hawks"
"Ryan Kelly",418228,2017,2016,"ATL","Atlanta Hawks"
"Jose Calderon",392478,2017,2016,"ATL","Atlanta Hawks"
"Lamar Patterson",128623,2017,2016,"ATL","Atlanta Hawks"
"Gary Neal",72193,2017,2016,"ATL","Atlanta Hawks"
"Matt Costello",50000,2017,2016,"ATL","Atlanta Hawks"
"Kent Bazemore",16910113,2018,2017,"ATL","Atlanta Hawks"
"Dennis Schroder",15500000,2018,2017,"ATL","Atlanta Hawks"
"Miles Plumlee",12500000,2018,2017,"ATL","Atlanta Hawks"
"Jamal Crawford",10942762,2018,2017,"ATL","Atlanta Hawks"
"Marco Belinelli",6606060,2018,2017,"ATL","Atlanta Hawks"
"Dewayne Dedmon",6000000,2018,2017,"ATL","Atlanta Hawks"
"Ersan Ilyasova",6000000,2018,2017,"ATL","Atlanta Hawks"
"Mike Muscala",5000000,2018,2017,"ATL","Atlanta Hawks"
"Malcolm Delaney",2500000,2018,2017,"ATL","Atlanta Hawks"
"Richard Jefferson",2500000,2018,2017,"ATL","Atlanta Hawks"
"Taurean Waller-Prince",2422560,2018,2017,"ATL","Atlanta Hawks"
"Luke Babbitt",1974159,2018,2017,"ATL","Atlanta Hawks"
"John Collins",1936920,2018,2017,"ATL","Atlanta Hawks"
"Mike Dunleavy",1662500,2018,2017,"ATL","Atlanta Hawks"
"DeAndre\' Bembry",1567200,2018,2017,"ATL","Atlanta Hawks"
"Nicolas Brussino",1312611,2018,2017,"ATL","Atlanta Hawks"
"Diamond Stone",1312611,2018,2017,"ATL","Atlanta Hawks"
"Isaiah Taylor",1312611,2018,2017,"ATL","Atlanta Hawks"
"Tyler Dorsey",815615,2018,2017,"ATL","Atlanta Hawks"
"Quinn Cook",100000,2018,2017,"ATL","Atlanta Hawks"
"Jeremy Evans",50000,2018,2017,"ATL","Atlanta Hawks"
"Tyler Cavanaugh",50000,2018,2017,"ATL","Atlanta Hawks"
"DeAndre Liggins",26773,2018,2017,"ATL","Atlanta Hawks"
"Robert Parish",2500000,1991,1990,"BOS","Boston Celtic"
"Larry Bird",1500000,1991,1990,"BOS","Boston Celtic"
"Kevin McHale",1400000,1991,1990,"BOS","Boston Celtic"
"Brian Shaw",1212000,1991,1990,"BOS","Boston Celtic"
"Joe Kleine",850000,1991,1990,"BOS","Boston Celtic"
"Ed Pinckney",750000,1991,1990,"BOS","Boston Celtic"
"John Bagley",550000,1991,1990,"BOS","Boston Celtic"
"Dee Brown",547000,1991,1990,"BOS","Boston Celtic"
"Michael Smith",525000,1991,1990,"BOS","Boston Celtic"
"Reggie Lewis",400000,1991,1990,"BOS","Boston Celtic"
"Kevin Gamble",375000,1991,1990,"BOS","Boston Celtic"
"Derek Smith",315000,1991,1990,"BOS","Boston Celtic"
"Stojko Vrankovic",222000,1991,1990,"BOS","Boston Celtic"
"Dave Popson",80000,1991,1990,"BOS","Boston Celtic"
"A.J. Wynder",30000,1991,1990,"BOS","Boston Celtic"
"Larry Bird",7070000,1992,1991,"BOS","Boston Celtic"
"Kevin McHale",3500000,1992,1991,"BOS","Boston Celtic"
"Reggie Lewis",3340000,1992,1991,"BOS","Boston Celtic"
"Robert Parish",3000000,1992,1991,"BOS","Boston Celtic"
"Kevin Gamble",1400000,1992,1991,"BOS","Boston Celtic"
"Brian Shaw",1313000,1992,1991,"BOS","Boston Celtic"
"Joe Kleine",950000,1992,1991,"BOS","Boston Celtic"
"Ed Pinckney",900000,1992,1991,"BOS","Boston Celtic"
"Dee Brown",705000,1992,1991,"BOS","Boston Celtic"
"Stojko Vrankovic",665000,1992,1991,"BOS","Boston Celtic"
"Michael Smith",625000,1992,1991,"BOS","Boston Celtic"
"John Bagley",550000,1992,1991,"BOS","Boston Celtic"
"Rick Fox",525000,1992,1991,"BOS","Boston Celtic"
"Rickey Green",315000,1992,1991,"BOS","Boston Celtic"
"Jim Paxson",225000,1992,1991,"BOS","Boston Celtic"
"Kevin Pritchard",130000,1992,1991,"BOS","Boston Celtic"
"A.J. Wynder",130000,1992,1991,"BOS","Boston Celtic"
"Robert Parish",3513000,1993,1992,"BOS","Boston Celtic"
"Kevin McHale",3500000,1993,1992,"BOS","Boston Celtic"
"Reggie Lewis",3320000,1993,1992,"BOS","Boston Celtic"
"Larry Bird",2300000,1993,1992,"BOS","Boston Celtic"
"Xavier McDaniel",1869000,1993,1992,"BOS","Boston Celtic"
"Sherman Douglas",1869000,1993,1992,"BOS","Boston Celtic"
"Kevin Gamble",1200000,1993,1992,"BOS","Boston Celtic"
"Joe Kleine",1150000,1993,1992,"BOS","Boston Celtic"
"Ed Pinckney",1150000,1993,1992,"BOS","Boston Celtic"
"Dee Brown",865000,1993,1992,"BOS","Boston Celtic"
"Stojko Vrankovic",831000,1993,1992,"BOS","Boston Celtic"
"Dino Radja",711000,1993,1992,"BOS","Boston Celtic"
"Rick Fox",650000,1993,1992,"BOS","Boston Celtic"
"Michael Smith",650000,1993,1992,"BOS","Boston Celtic"
"John Bagley",550000,1993,1992,"BOS","Boston Celtic"
"Alaa Abdelnaby",500000,1993,1992,"BOS","Boston Celtic"
"A.J. Wynder",140000,1993,1992,"BOS","Boston Celtic"
"Marcus Webb",140000,1993,1992,"BOS","Boston Celtic"
"Bart Kofoed",140000,1993,1992,"BOS","Boston Celtic"
"Kenny Battle",140000,1993,1992,"BOS","Boston Celtic"
"Joe Wolf",29000,1993,1992,"BOS","Boston Celtic"
"Robert Parish",4000000,1994,1993,"BOS","Boston Celtic"
"Sherman Douglas",2300000,1994,1993,"BOS","Boston Celtic"
"Xavier McDaniel",2145000,1994,1993,"BOS","Boston Celtic"
"Dino Radja",1650000,1994,1993,"BOS","Boston Celtic"
"Ed Pinckney",1470000,1994,1993,"BOS","Boston Celtic"
"Kevin Gamble",1100000,1994,1993,"BOS","Boston Celtic"
"Dee Brown",1025000,1994,1993,"BOS","Boston Celtic"
"Stojko Vrankovic",831000,1994,1993,"BOS","Boston Celtic"
"Alaa Abdelnaby",805000,1994,1993,"BOS","Boston Celtic"
"Rick Fox",755000,1994,1993,"BOS","Boston Celtic"
"Acie Earl",650000,1994,1993,"BOS","Boston Celtic"
"John Bagley",600000,1994,1993,"BOS","Boston Celtic"
"Lorenzo Williams",250000,1994,1993,"BOS","Boston Celtic"
"Chris Corchiani",150000,1994,1993,"BOS","Boston Celtic"
"Matt Wenstrom",150000,1994,1993,"BOS","Boston Celtic"
"Dominique Wilkins",2820000,1995,1994,"BOS","Boston Celtic"
"Sherman Douglas",2731000,1995,1994,"BOS","Boston Celtic"
"Xavier McDaniel",2640000,1995,1994,"BOS","Boston Celtic"
"Dee Brown",2500000,1995,1994,"BOS","Boston Celtic"
"Dino Radja",2145000,1995,1994,"BOS","Boston Celtic"
"Rick Fox",1750000,1995,1994,"BOS","Boston Celtic"
"Blue Edwards",1700000,1995,1994,"BOS","Boston Celtic"
"Pervis Ellison",1100000,1995,1994,"BOS","Boston Celtic"
"Acie Earl",845000,1995,1994,"BOS","Boston Celtic"
"Stojko Vrankovic",831000,1995,1994,"BOS","Boston Celtic"
"Eric Montross",800000,1995,1994,"BOS","Boston Celtic"
"Derek Strong",500000,1995,1994,"BOS","Boston Celtic"
"Greg Minor",250000,1995,1994,"BOS","Boston Celtic"
"David Wesley",250000,1995,1994,"BOS","Boston Celtic"
"Tony Harris",150000,1995,1994,"BOS","Boston Celtic"
"Matt Wenstrom",150000,1995,1994,"BOS","Boston Celtic"
"Dana Barros",3300000,1996,1995,"BOS","Boston Celtic"
"Dee Brown",3000000,1996,1995,"BOS","Boston Celtic"
"Dino Radja",2640000,1996,1995,"BOS","Boston Celtic"
"Todd Day",2518000,1996,1995,"BOS","Boston Celtic"
"Rick Fox",1750000,1996,1995,"BOS","Boston Celtic"
"Pervis Ellison",1430000,1996,1995,"BOS","Boston Celtic"
"Eric Montross",1040000,1996,1995,"BOS","Boston Celtic"
"Eric Williams",876000,1996,1995,"BOS","Boston Celtic"
"Doug Smith",450000,1996,1995,"BOS","Boston Celtic"
"Greg Minor",325000,1996,1995,"BOS","Boston Celtic"
"Junior Burrough",300000,1996,1995,"BOS","Boston Celtic"
"Alton Lister",300000,1996,1995,"BOS","Boston Celtic"
"David Wesley",300000,1996,1995,"BOS","Boston Celtic"
"Dino Radja",5313000,1997,1996,"BOS","Boston Celtic"
"Dana Barros",3400000,1997,1996,"BOS","Boston Celtic"
"Dee Brown",3250000,1997,1996,"BOS","Boston Celtic"
"Todd Day",2915000,1997,1996,"BOS","Boston Celtic"
"Greg Minor",1800000,1997,1996,"BOS","Boston Celtic"
"Pervis Ellison",1760000,1997,1996,"BOS","Boston Celtic"
"Rick Fox",1750000,1997,1996,"BOS","Boston Celtic"
"Antoine Walker",1620000,1997,1996,"BOS","Boston Celtic"
"Frank Brickowski",1500000,1997,1996,"BOS","Boston Celtic"
"Eric Williams",1008000,1997,1996,"BOS","Boston Celtic"
"Alton Lister",500000,1997,1996,"BOS","Boston Celtic"
"David Wesley",350000,1997,1996,"BOS","Boston Celtic"
"Marty Conlon",247500,1997,1996,"BOS","Boston Celtic"
"Steve Hamer",220000,1997,1996,"BOS","Boston Celtic"
"Brett Szabo",220000,1997,1996,"BOS","Boston Celtic"
"Dee Brown",3500000,1998,1997,"BOS","Boston Celtic"
"Dana Barros",3400000,1998,1997,"BOS","Boston Celtic"
"Dino Radja",2500000,1998,1997,"BOS","Boston Celtic"
"Chauncey Billups",2384640,1998,1997,"BOS","Boston Celtic"
"Greg Minor",2160000,1998,1997,"BOS","Boston Celtic"
"Pervis Ellison",2090000,1998,1997,"BOS","Boston Celtic"
"Travis Knight",2000000,1998,1997,"BOS","Boston Celtic"
"Antoine Walker",1864080,1998,1997,"BOS","Boston Celtic"
"Ron Mercer",1768320,1998,1997,"BOS","Boston Celtic"
"Andrew DeClercq",1200000,1998,1997,"BOS","Boston Celtic"
"Walter McCarty",862560,1998,1997,"BOS","Boston Celtic"
"Dontae\' Jones",794880,1998,1997,"BOS","Boston Celtic"
"Roy Rogers",763080,1998,1997,"BOS","Boston Celtic"
"John Thomas",640440,1998,1997,"BOS","Boston Celtic"
"Bruce Bowen",422500,1998,1997,"BOS","Boston Celtic"
"Tyus Edney",400000,1998,1997,"BOS","Boston Celtic"
"Scott Brooks",50000,1998,1997,"BOS","Boston Celtic"
"Kenny Anderson",5845000,1999,1998,"BOS","Boston Celtic"
"Dana Barros",3500000,1999,1998,"BOS","Boston Celtic"
"Greg Minor",2520000,1999,1998,"BOS","Boston Celtic"
"Dino Radja",2500000,1999,1998,"BOS","Boston Celtic"
"Pervis Ellison",2420000,1999,1998,"BOS","Boston Celtic"
"Popeye Jones",2381000,1999,1998,"BOS","Boston Celtic"
"Tony Battie",2238000,1999,1998,"BOS","Boston Celtic"
"Antoine Walker",2107000,1999,1998,"BOS","Boston Celtic"
"Ron Mercer",2033000,1999,1998,"BOS","Boston Celtic"
"Vitaly Potapenko",1339000,1999,1998,"BOS","Boston Celtic"
"Paul Pierce",1165000,1999,1998,"BOS","Boston Celtic"
"Walter McCarty",975000,1999,1998,"BOS","Boston Celtic"
"Dontae\' Jones",953856,1999,1998,"BOS","Boston Celtic"
"Dwayne Schintzius",662500,1999,1998,"BOS","Boston Celtic"
"Eric Riley",537500,1999,1998,"BOS","Boston Celtic"
"Bruce Bowen",507000,1999,1998,"BOS","Boston Celtic"
"Marlon Garnett",287500,1999,1998,"BOS","Boston Celtic"
"Damon Jones",287500,1999,1998,"BOS","Boston Celtic"
"Antoine Walker",9000000,2000,1999,"BOS","Boston Celtic"
"Kenny Anderson",6680000,2000,1999,"BOS","Boston Celtic"
"Vitaly Potapenko",3810000,2000,1999,"BOS","Boston Celtic"
"Dana Barros",3500000,2000,1999,"BOS","Boston Celtic"
"Eric Williams",3336000,2000,1999,"BOS","Boston Celtic"
"Greg Minor",2880000,2000,1999,"BOS","Boston Celtic"
"Pervis Ellison",2750000,2000,1999,"BOS","Boston Celtic"
"Tony Battie",2530920,2000,1999,"BOS","Boston Celtic"
"Walter McCarty",2500000,2000,1999,"BOS","Boston Celtic"
"Dino Radja",2270500,2000,1999,"BOS","Boston Celtic"
"Calbert Cheaney",2000000,2000,1999,"BOS","Boston Celtic"
"Danny Fortson",1678800,2000,1999,"BOS","Boston Celtic"
"Paul Pierce",1503960,2000,1999,"BOS","Boston Celtic"
"Eric Washington",550000,2000,1999,"BOS","Boston Celtic"
"Doug Overton",492000,2000,1999,"BOS","Boston Celtic"
"Adrian Griffin",385000,2000,1999,"BOS","Boston Celtic"
"Marty Conlon",229059,2000,1999,"BOS","Boston Celtic"
"Wayne Turner",30000,2000,1999,"BOS","Boston Celtic"
"Jamel Thomas",26636,2000,1999,"BOS","Boston Celtic"
"Antoine Walker",10130000,2001,2000,"BOS","Boston Celtic"
"Kenny Anderson",7520000,2001,2000,"BOS","Boston Celtic"
"Bryant Stith",5920000,2001,2000,"BOS","Boston Celtic"
"Vitaly Potapenko",4290000,2001,2000,"BOS","Boston Celtic"
"Eric Williams",3890000,2001,2000,"BOS","Boston Celtic"
"Greg Minor",3240000,2001,2000,"BOS","Boston Celtic"
"Tony Battie",3200000,2001,2000,"BOS","Boston Celtic"
"Walter McCarty",2670000,2001,2000,"BOS","Boston Celtic"
"Randy Brown",2250000,2001,2000,"BOS","Boston Celtic"
"Hot Rod Williams",2100000,2001,2000,"BOS","Boston Celtic"
"Paul Pierce",1608840,2001,2000,"BOS","Boston Celtic"
"Jerome Moiso",1461960,2001,2000,"BOS","Boston Celtic"
"Chris Carr",1200000,2001,2000,"BOS","Boston Celtic"
"Doug Overton",548500,2001,2000,"BOS","Boston Celtic"
"Adrian Griffin",498500,2001,2000,"BOS","Boston Celtic"
"Mark Blount",316969,2001,2000,"BOS","Boston Celtic"
"Chris Herren",316969,2001,2000,"BOS","Boston Celtic"
"Milt Palacio",316969,2001,2000,"BOS","Boston Celtic"
"Antoine Walker",11250000,2002,2001,"BOS","Boston Celtic"
"Kenny Anderson",8350000,2002,2001,"BOS","Boston Celtic"
"Vitaly Potapenko",4762500,2002,2001,"BOS","Boston Celtic"
"Eric Williams",4448000,2002,2001,"BOS","Boston Celtic"
"Tony Battie",3600000,2002,2001,"BOS","Boston Celtic"
"Walter McCarty",3125000,2002,2001,"BOS","Boston Celtic"
"Randy Brown",2475000,2002,2001,"BOS","Boston Celtic"
"Paul Pierce",2051271,2002,2001,"BOS","Boston Celtic"
"Joe Johnson",1608840,2002,2001,"BOS","Boston Celtic"
"Kedrick Brown",1528440,2002,2001,"BOS","Boston Celtic"
"Roshown McLeod",1509001,2002,2001,"BOS","Boston Celtic"
"Joseph Forte",939360,2002,2001,"BOS","Boston Celtic"
"Milt Palacio",690000,2002,2001,"BOS","Boston Celtic"
"Erick Strickland",637415,2002,2001,"BOS","Boston Celtic"
"Mark Blount",540850,2002,2001,"BOS","Boston Celtic"
"Vin Baker",12375000,2003,2002,"BOS","Boston Celtic"
"Antoine Walker",12375000,2003,2002,"BOS","Boston Celtic"
"Paul Pierce",10067750,2003,2002,"BOS","Boston Celtic"
"Eric Williams",5004000,2003,2002,"BOS","Boston Celtic"
"Tony Battie",4000000,2003,2002,"BOS","Boston Celtic"
"Tony Delk",2700000,2003,2002,"BOS","Boston Celtic"
"Shammond Williams",2000000,2003,2002,"BOS","Boston Celtic"
"Kedrick Brown",1643040,2003,2002,"BOS","Boston Celtic"
"Walter McCarty",762435,2003,2002,"BOS","Boston Celtic"
"Bruno Sundov",637435,2003,2002,"BOS","Boston Celtic"
"Ruben Wolkowyski",587435,2003,2002,"BOS","Boston Celtic"
"J.R. Bremer",349458,2003,2002,"BOS","Boston Celtic"
"Mikki Moore",46642,2003,2002,"BOS","Boston Celtic"
"Vin Baker",13500000,2004,2003,"BOS","Boston Celtic"
"Paul Pierce",11326219,2004,2003,"BOS","Boston Celtic"
"Raef LaFrentz",8178750,2004,2003,"BOS","Boston Celtic"
"Chris Mills",6600000,2004,2003,"BOS","Boston Celtic"
"Ricky Davis",5000600,2004,2003,"BOS","Boston Celtic"
"Michael Stewart",4480000,2004,2003,"BOS","Boston Celtic"
"Chris Mihm",2809494,2004,2003,"BOS","Boston Celtic"
"Jumaine Jones",1500000,2004,2003,"BOS","Boston Celtic"
"Marcus Banks",1499400,2004,2003,"BOS","Boston Celtic"
"Jiri Welsch",1326600,2004,2003,"BOS","Boston Celtic"
"Walter McCarty",1200000,2004,2003,"BOS","Boston Celtic"
"Mark Blount",944922,2004,2003,"BOS","Boston Celtic"
"Kendrick Perkins",814320,2004,2003,"BOS","Boston Celtic"
"Mike James",638679,2004,2003,"BOS","Boston Celtic"
"Brandon Hunter",366931,2004,2003,"BOS","Boston Celtic"
"Paul Pierce",12584688,2005,2004,"BOS","Boston Celtic"
"Raef LaFrentz",9714538,2005,2004,"BOS","Boston Celtic"
"Ricky Davis",5455200,2005,2004,"BOS","Boston Celtic"
"Gary Payton",5408700,2005,2004,"BOS","Boston Celtic"
"Vin Baker",5333333,2005,2004,"BOS","Boston Celtic"
"Mark Blount",4903000,2005,2004,"BOS","Boston Celtic"
"Rick Fox",4800000,2005,2004,"BOS","Boston Celtic"
"Michael Stewart",4800000,2005,2004,"BOS","Boston Celtic"
"Tom Gugliotta",2700000,2005,2004,"BOS","Boston Celtic"
"Marcus Banks",1611840,2005,2004,"BOS","Boston Celtic"
"Jiri Welsch",1419240,2005,2004,"BOS","Boston Celtic"
"Al Jefferson",1407240,2005,2004,"BOS","Boston Celtic"
"Walter McCarty",1337500,2005,2004,"BOS","Boston Celtic"
"Delonte West",939480,2005,2004,"BOS","Boston Celtic"
"Tony Allen",901920,2005,2004,"BOS","Boston Celtic"
"Kendrick Perkins",875400,2005,2004,"BOS","Boston Celtic"
"Justin Reed",385277,2005,2004,"BOS","Boston Celtic"
"Paul Pierce",13843156,2006,2005,"BOS","Boston Celtic"
"Raef LaFrentz",10623288,2006,2005,"BOS","Boston Celtic"
"Ricky Davis",5909800,2006,2005,"BOS","Boston Celtic"
"Mark Blount",5515875,2006,2005,"BOS","Boston Celtic"
"Vin Baker",5333333,2006,2005,"BOS","Boston Celtic"
"Brian Scalabrine",2586207,2006,2005,"BOS","Boston Celtic"
"Dan Dickau",2250000,2006,2005,"BOS","Boston Celtic"
"Curtis Borchardt",1969993,2006,2005,"BOS","Boston Celtic"
"Marcus Banks",1724280,2006,2005,"BOS","Boston Celtic"
"Al Jefferson",1512840,2006,2005,"BOS","Boston Celtic"
"Gerald Green",1253040,2006,2005,"BOS","Boston Celtic"
"Delonte West",1010040,2006,2005,"BOS","Boston Celtic"
"Tony Allen",969696,2006,2005,"BOS","Boston Celtic"
"Kendrick Perkins",936480,2006,2005,"BOS","Boston Celtic"
"Justin Reed",641748,2006,2005,"BOS","Boston Celtic"
"Ryan Gomes",428762,2006,2005,"BOS","Boston Celtic"
"Orien Greene",398762,2006,2005,"BOS","Boston Celtic"
"Kevin Garnett",24751934,2009,2008,"BOS","Boston Celtic"
"Ray Allen",18388430,2009,2008,"BOS","Boston Celtic"
"Paul Pierce",18077903,2009,2008,"BOS","Boston Celtic"
"Kendrick Perkins",4578880,2009,2008,"BOS","Boston Celtic"
"Brian Scalabrine",3206897,2009,2008,"BOS","Boston Celtic"
"Eddie House",2650000,2009,2008,"BOS","Boston Celtic"
"Tony Allen",2500000,2009,2008,"BOS","Boston Celtic"
"Rajon Rondo",1315080,2009,2008,"BOS","Boston Celtic"
"J.R. Giddens",957120,2009,2008,"BOS","Boston Celtic"
"Leon Powe",797581,2009,2008,"BOS","Boston Celtic"
"Glen Davis",711517,2009,2008,"BOS","Boston Celtic"
"Gabe Pruitt",711517,2009,2008,"BOS","Boston Celtic"
"Bill Walker",542114,2009,2008,"BOS","Boston Celtic"
"Paul Pierce",19795712,2010,2009,"BOS","Boston Celtic"
"Ray Allen",18776860,2010,2009,"BOS","Boston Celtic"
"Kevin Garnett",16400000,2010,2009,"BOS","Boston Celtic"
"Rasheed Wallace",5854000,2010,2009,"BOS","Boston Celtic"
"Kendrick Perkins",4250000,2010,2009,"BOS","Boston Celtic"
"Nate Robinson",4000000,2010,2009,"BOS","Boston Celtic"
"Brian Scalabrine",3413793,2010,2009,"BOS","Boston Celtic"
"Glen Davis",3000000,2010,2009,"BOS","Boston Celtic"
"Tony Allen",2500000,2010,2009,"BOS","Boston Celtic"
"Rajon Rondo",2094922,2010,2009,"BOS","Boston Celtic"
"Marquis Daniels",1990000,2010,2009,"BOS","Boston Celtic"
"Shelden Williams",825497,2010,2009,"BOS","Boston Celtic"
"Marcus Landry",457588,2010,2009,"BOS","Boston Celtic"
"Lester Hudson",193802,2010,2009,"BOS","Boston Celtic"
"Kevin Garnett",18800000,2011,2010,"BOS","Boston Celtic"
"Paul Pierce",13876321,2011,2010,"BOS","Boston Celtic"
"Ray Allen",10000000,2011,2010,"BOS","Boston Celtic"
"Rajon Rondo",9090911,2011,2010,"BOS","Boston Celtic"
"Rasheed Wallace",6322320,2011,2010,"BOS","Boston Celtic"
"Jermaine O\'Neal",5765000,2011,2010,"BOS","Boston Celtic"
"Nenad Krstic",5543116,2011,2010,"BOS","Boston Celtic"
"Jeff Green",4455988,2011,2010,"BOS","Boston Celtic"
"Glen Davis",3300000,2011,2010,"BOS","Boston Celtic"
"Avery Bradley",1418160,2011,2010,"BOS","Boston Celtic"
"Shaquille O\'Neal",1352181,2011,2010,"BOS","Boston Celtic"
"Delonte West",1069509,2011,2010,"BOS","Boston Celtic"
"Von Wafer",915852,2011,2010,"BOS","Boston Celtic"
"Chris Johnson",136509,2011,2010,"BOS","Boston Celtic"
"Kevin Garnett",21247044,2012,2011,"BOS","Boston Celtic"
"Paul Pierce",15333334,2012,2011,"BOS","Boston Celtic"
"Rajon Rondo",10045455,2012,2011,"BOS","Boston Celtic"
"Ray Allen",10000000,2012,2011,"BOS","Boston Celtic"
"Jermaine O\'Neal",6226200,2012,2011,"BOS","Boston Celtic"
"Brandon Bass",4250000,2012,2011,"BOS","Boston Celtic"
"Chris Wilcox",3000000,2012,2011,"BOS","Boston Celtic"
"Keyon Dooling",2246400,2012,2011,"BOS","Boston Celtic"
"Avery Bradley",1524480,2012,2011,"BOS","Boston Celtic"
"Marquis Daniels",1223166,2012,2011,"BOS","Boston Celtic"
"Sasha Pavlovic",1223166,2012,2011,"BOS","Boston Celtic"
"Mickael Pietrus",1223166,2012,2011,"BOS","Boston Celtic"
"JaJuan Johnson",1042320,2012,2011,"BOS","Boston Celtic"
"Greg Stiemsma",762195,2012,2011,"BOS","Boston Celtic"
"E\'Twaun Moore",473604,2012,2011,"BOS","Boston Celtic"
"Kris Humphries",12000000,2014,2013,"BOS","Boston Celtic"
"Rajon Rondo",11954545,2014,2013,"BOS","Boston Celtic"
"Gerald Wallace",10105855,2014,2013,"BOS","Boston Celtic"
"Jeff Green",8965000,2014,2013,"BOS","Boston Celtic"
"Brandon Bass",6450000,2014,2013,"BOS","Boston Celtic"
"Keith Bogans",5058198,2014,2013,"BOS","Boston Celtic"
"Avery Bradley",2511432,2014,2013,"BOS","Boston Celtic"
"Jordan Crawford",2162419,2014,2013,"BOS","Boston Celtic"
"Kelly Olynyk",1986360,2014,2013,"BOS","Boston Celtic"
"Jared Sullinger",1365720,2014,2013,"BOS","Boston Celtic"
"MarShon Brooks",1210080,2014,2013,"BOS","Boston Celtic"
"Gerald Wallace",10105855,2015,2014,"BOS","Boston Celtic"
"Isaiah Thomas",7238606,2015,2014,"BOS","Boston Celtic"
"Avery Bradley",7191011,2015,2014,"BOS","Boston Celtic"
"Brandon Bass",6900000,2015,2014,"BOS","Boston Celtic"
"Jonas Jerebko",4500000,2015,2014,"BOS","Boston Celtic"
"Marcus Smart",3283320,2015,2014,"BOS","Boston Celtic"
"Evan Turner",3278000,2015,2014,"BOS","Boston Celtic"
"Will Bynum",2915908,2015,2014,"BOS","Boston Celtic"
"Nate Robinson",2106720,2015,2014,"BOS","Boston Celtic"
"Vitor Faverani",2090000,2015,2014,"BOS","Boston Celtic"
"Kelly Olynyk",2075760,2015,2014,"BOS","Boston Celtic"
"Luigi Datome",1750000,2015,2014,"BOS","Boston Celtic"
"Tyler Zeller",1703760,2015,2014,"BOS","Boston Celtic"
"James Young",1674480,2015,2014,"BOS","Boston Celtic"
"Jared Sullinger",1424520,2015,2014,"BOS","Boston Celtic"
"Jae Crowder",915243,2015,2014,"BOS","Boston Celtic"
"Chris Douglas-Roberts",915243,2015,2014,"BOS","Boston Celtic"
"Phil Pressey",816482,2015,2014,"BOS","Boston Celtic"
"Erik Murphy",100000,2015,2014,"BOS","Boston Celtic"
"Andre Dawkins",59686,2015,2014,"BOS","Boston Celtic"
"Chris Babb",48028,2015,2014,"BOS","Boston Celtic"
"David Lee",15493680,2016,2015,"BOS","Boston Celtic"
"Amir Johnson",12000000,2016,2015,"BOS","Boston Celtic"
"Avery Bradley",7730337,2016,2015,"BOS","Boston Celtic"
"Isaiah Thomas",6912869,2016,2015,"BOS","Boston Celtic"
"Jae Crowder",6000000,2016,2015,"BOS","Boston Celtic"
"Jonas Jerebko",5000000,2016,2015,"BOS","Boston Celtic"
"Marcus Smart",3431040,2016,2015,"BOS","Boston Celtic"
"Evan Turner",3425510,2016,2015,"BOS","Boston Celtic"
"Tyler Zeller",2616975,2016,2015,"BOS","Boston Celtic"
"Jared Sullinger",2269260,2016,2015,"BOS","Boston Celtic"
"Kelly Olynyk",2165160,2016,2015,"BOS","Boston Celtic"
"Zoran Dragic",2050397,2016,2015,"BOS","Boston Celtic"
"Perry Jones",2038206,2016,2015,"BOS","Boston Celtic"
"Terry Rozier",1824360,2016,2015,"BOS","Boston Celtic"
"James Young",1749840,2016,2015,"BOS","Boston Celtic"
"Jordan Mickey",1200000,2016,2015,"BOS","Boston Celtic"
"R.J. Hunter",1148640,2016,2015,"BOS","Boston Celtic"
"Coty Clarke",61776,2016,2015,"BOS","Boston Celtic"
"Corey Walden",25000,2016,2015,"BOS","Boston Celtic"
"Malcolm Miller",25000,2016,2015,"BOS","Boston Celtic"
"Levi Randolph",25000,2016,2015,"BOS","Boston Celtic"
"John Holland",9266,2016,2015,"BOS","Boston Celtic"
"Al Horford",26540100,2017,2016,"BOS","Boston Celtic"
"Amir Johnson",12000000,2017,2016,"BOS","Boston Celtic"
"Avery Bradley",8269663,2017,2016,"BOS","Boston Celtic"
"Tyler Zeller",8000000,2017,2016,"BOS","Boston Celtic"
"Isaiah Thomas",6587132,2017,2016,"BOS","Boston Celtic"
"Jae Crowder",6286408,2017,2016,"BOS","Boston Celtic"
"Jonas Jerebko",5000000,2017,2016,"BOS","Boston Celtic"
